
"Acxiom Custom High Value Audiences (HVA) - Audience Data (Germany, UK & India Covered)",,"Consumer Lifestyle Data,Demographic Data,Individual Data,Marketing Attribution Data","Acxiom High Value Audiences (HVA) - Audience Data (Germany, UK & India Covered)        by Acxiom      ,Acxiom Customer Data Integration (CDI) - Audience Data (Germany & UK Covered)        by Acxiom      ,Custom Audiences: Audience Data for LATAM by Retargetly         by Retargetly      ,start.io Custom Audiences - Audience Data for North & South America, Europe, Oceania & Africa        by start.io      ",Acxiom
Acxiom Data Monetization and Collaborative Marketing Solutions,none found,none found,none found,Acxiom
Acxiom Geo-Spatial Data and Analytics (Germany & UK Covered),"Targeted Marketing,,Geospatial Effort Prioritization/Store Location Planning","Location Data,Demographic Data,","Acxiom - Consumer Marketing Data - Analytics File and Services (Germany & UK Covered)        by Acxiom      ,Axiom EMI Oil & Gas and Renewables Data (Global): Offshore Energy Geospatial Analytics & Vessel Tracker        by Axiom EMI      ,DDS Data Grid for Germany and Europe | for cross-border spatial analyses, independent from variations of administrative or postal entities        by PTV Group      ,Roq.ad ROPO360 (Research Online, Purchase Offline) Analytics⎢Identity Data for Germany & Poland        by Roq.ad      ",Acxiom
"Acxiom High Value Audiences (HVA) - Audience Data (Germany, UK & India Covered)",,"Consumer Lifestyle Data,Demographic Data,Individual Data,Marketing Attribution Data","Acxiom Custom High Value Audiences (HVA) - Audience Data (Germany, UK & India Covered)        by Acxiom      ,Acxiom Customer Data Integration (CDI) - Audience Data (Germany & UK Covered)        by Acxiom      ,Custom Audiences: Audience Data for LATAM by Retargetly         by Retargetly      ,start.io Prepackaged Audiences - Audience Data with Global Coverage        by start.io      ",Acxiom
Acxiom Infobase,,"B2B Data,B2B Intent Data","Acxiom INFOBASE® - Consumer Data - Individual Level Database (Germany, UK & India Covered)        by Acxiom      ,B2B Live Global Company Database        by 1 Stop Data      ,Acxiom Geo-Spatial Data and Analytics (Germany & UK Covered)        by Acxiom      , B2B Contact Database of Enterprise Companies in Germany, Austria, Switzerland - Address-Base        by Address-Base      ",Acxiom
Acxiom Marketing Database Solutions,none found,none found,none found,Acxiom
Acxiom Personix,none found,none found,none found,Acxiom
Acxiom Real Identity(tm) - Customer Identity Data (Germany & UK Covered),,"Individual Data,Consumer Lifestyle Data,Demographic Data,Identity Data","Roq.ad Public Cross-Device Identity Graph⎢Identity Data for USA, Germany, Poland        by Roq.ad      ,Acxiom Customer Data Integration (CDI) - Audience Data (Germany & UK Covered)        by Acxiom      ,Adstra Identity Graph | People Identity Data USA (HEM, MAID)        by Adstra      ,TL1mkt Identity Graph for Identity Resolution⎢WORLDWIDE⎢3.3B Identity Linkages        by TL1      ",Acxiom
Adality realTargeting Individual,none found,none found,none found,Adality
Adality realTargeting Onsite,none found,none found,none found,Adality
Adality realTargeting Premium,none found,none found,none found,Adality
Adapt Engage,none found,none found,none found,Adapt
Adapt Lead Builder,Lead Scoring,"B2B Data,Firmographic Data,Company Data","Leadbook B2B Contact Data Global Coverage, 200 Million Business Contacts (filtered and customized)        by Leadbook      ,Easyleadz B2B database research service for Indian b2b contacts - custom service        by EasyLeadz      ,B2B Leads Data | Ecommerce Leads Data - Reach Executives With Our Vast 100M+ Verified Business Records        by Blue Mail Media      ,【Cambodia】 B2B Database: B2B Contacts and Company Data; 20,886 Companies and 104,430 Contacts        by Biz Direct Asia      ",Adapt
Adapt Prospector,"Account-Based Marketing,,Lead Scoring","B2B Data,Company Data,B2B Intent Data","Lead411 Web Application & Chrome Extension        by Lead411      ,Mr. E by EasyLeadz [Download Chrome Extension] - Find direct mobile numbers of people in US, India, UK, Singapore and Global        by EasyLeadz      ,aKQired Global B2B Contact List, B2B Contact Data for ABM, Linkedin Prospecting, Business Owner List Building        by aKQired      ,PipeCandy Prospector - E-Commerce Leads in Europe, US & India for demand generation (50+ attributes)        by PipeCandy      ",Adapt
Adara Account Takeover,none found,none found,none found,Adara
Adara Booked Travel Data: US and International Trips,",Online and Social Media Performance Tracking,Behavioral Targeting","Marketing Attribution Data,Tourism Data","Adara In-Market Travel Data: US and International Trips        by Adara      ,International Email Checker API        by Matrixian Group      ,Adara’s Leisure Travel Data for US or International Trips        by Adara      ,International Trade Information        by Iberinform      ",Adara
Adara Display Advertising,none found,none found,none found,Adara
"Adara Experience Data | Concert Goers, Restaurant Goers, Sports Game Attendees, Theatre Goers",",Online and Social Media Performance Tracking,Behavioral Targeting","Sports & Entertainment Events Data,Hospitality Industry Data,Stock & Market Data","Restaurant Data - Connect With 250K+ Restaurant Owners, Executives, Operations With Ease.        by Blue Mail Media      ,US Restaurant POI dataset with metadata        by Geolytica      ,Automaton AI Restaurant Image (multi-camera CCTV data)        by Automaton AI      ,90 West Data - US Consumer Credit Card / Debit Card / Transaction Data - Restaurant Panel        by 90 West Data      ",Adara
Adara In-Market Travel Data: US and International Trips,,,,Adara
Adara New Account Origination,none found,none found,none found,Adara
"Adara Wealth and Homebuyer Data | Homeowners, Likely to Purchase a Home, Wealth Tiers, Credit Card Holders",",Online and Social Media Performance Tracking,Behavioral Targeting","Real Estate Data,Individual Data","Multimedia Lists - New Homeowners Database USA  (1 Million purchases)        by Multimedia Lists      ,New Mover Data on U.S. Consumers - Pre-movers, Homeowners At Listing, Homeowners Under Contract, Newly Moved Renters, Newly Moved Homeowners        by Speedeon Data      ,Vendigi's In-market Homebuyers        by Vendigi      ,TRAK Data - Full US Consumer Finance Data - Household Income, Wealth, Investments, Credit Card Behaviors, Insurance, Mortgage, Spending Habits        by TRAK Data      ",Adara
Adara's Business Travel Data for US or International Trips,",Online and Social Media Performance Tracking,Behavioral Targeting","Tourism Data,Aerospace Industry Data","Adara’s Leisure Travel Data for US or International Trips        by Adara      ,International Email Checker API        by Matrixian Group      ,Adara Booked Travel Data: US and International Trips        by Adara      ,International Trade Information        by Iberinform      ",Adara
Adara's Leisure Travel Data for US or International Trips,",Online and Social Media Performance Tracking,Behavioral Targeting","Tourism Data,Aerospace Industry Data","Adara’s Business Travel Data for US or International Trips        by Adara      ,International Email Checker API        by Matrixian Group      ,International Trade Information        by Iberinform      ,Adara Booked Travel Data: US and International Trips        by Adara      ",Adara
Adbrain Measure the Full Customer Journey,none found,none found,none found,Adbrain
Adbrain Target Audiences Across Daily Touchpoints,none found,none found,none found,Adbrain
AdDaptive Intelligence Account-Based Marketing,none found,none found,none found,AdDaptive Intelligence
AdDaptive Intelligence B2B Targeting,none found,none found,none found,AdDaptive Intelligence
AddressBase OS Linked Identifiers API,none found,none found,none found,AddressBase
AddressBase OS Names API,none found,none found,none found,AddressBase
AddThis Tools Follow Buttons,none found,none found,none found,AddThis
AddThis Tools List Building,none found,none found,none found,AddThis
AddThis Tools Share Buttons,none found,none found,none found,AddThis
Adello Mobile Marketing Platform,none found,none found,none found,Adello
Adfire Health Creativity,none found,none found,none found,Adfire Health
Adfire Health Data,none found,none found,none found,Adfire Health
ADmantX Advanced Contextual Targeting,none found,none found,none found,ADmantX
ADmantX Intelligence Brand Safety,none found,none found,none found,ADmantX
ADP Payroll,none found,none found,none found,ADP
ADP Time & Attendence,none found,none found,none found,ADP
AdRom Address Data,none found,none found,none found,AdRom
AdRom Qualified Leads,none found,none found,none found,AdRom
Adsmovil Personas,,,,Adsmovil
Adsquare Audience Targeting,none found,none found,none found,Adsquare Data Alliance
Adsquare Auidence Targeting,none found,none found,none found,Adsquare
Adsquare Data Alliance,,,,Adsquare Data Alliance
Adsquare Post-Campaign Footfall Measurement,none found,none found,none found,Adsquare Data Alliance
Adsquare Proximity Targeting,none found,none found,none found,Adsquare Data Alliance
Adsquare Proximity Targeting,none found,none found,none found,Adsquare
Adsquare Real-Time Footfall Measurement,none found,none found,none found,Adsquare Data Alliance
Adsquare Real-Time Footfall Measurement,none found,none found,none found,Adsquare
Adstra Attributes,,,,Adstra
Adstra Audiences,none found,none found,none found,Adstra
"Adstra Consumer | Consumer Data USA, Canada, Australia (232M individuals and 300 data elements)",none found,none found,none found,Adstra
"Adstra HCP | Healthcare Providers Data USA (most comprehensive coverage of nurses, physicians, dentists)","Targeted Marketing,","Demographic Data,Healthcare Data","Best Healthcare Solutions Provider | Healthcare Data | Physician Data by Infotanks Media        by Infotanks Media      ,Healthcare Providers Data | HCP Data | Verified Contacts of Healthcare Providers        by MedicoReach      ,Healthcare Data - Reach Physicians, Pharmacists, Hospitals and More With Our 9M+ Verified Healthcare Leads        by Blue Mail Media      ,Company Comprehensive API (UK) - B2B Data by DataGardener        by DataGardener      ",Adstra
Adstra Health | Healthcare Marketing Data USA 100% HIPAA compliant,,"Demographic Data,Healthcare Data,Consumer Lifestyle Data","Healthcare Marketing Data | B2b Healthcare leads | Healthcare Email List - MedicoReach        by MedicoReach      ,USA Healthcare Data for Multi channel marketing-Email-Phone-Direct Mail        by Thomson Data      ,Best Healthcare Solutions Provider | Healthcare Data | Physician Data by Infotanks Media        by Infotanks Media      ,Healthcare Data - Reach Physicians, Pharmacists, Hospitals and More With Our 9M+ Verified Healthcare Leads        by Blue Mail Media      ",Adstra
"Adstra Identity Graph | People Identity Data USA (HEM, MAID)",",Targeted Marketing","Identity Data,,Consumer Lifestyle Data,Cross-Device Identity Data","TrueData Identity Graph (UID2.0, HEM, Maid, AAID)        by TrueData      ,Identity Graph Data USA by Datastream Group (MAIDs matched to PII)        by Datastream Group      ,BDEX Identity Graph for Identity Resolution⎢USA⎢900M Identity Linkages        by BDEX      ,Zeotap People Identity Graph (High-Quality Audience Data)        by Zeotap      ",Adstra
Adstra Link2Me | | Persistent ID to match infinite attributes to US consumers (cloud platform),"Online and Social Media Performance Tracking,","Identity Data,Individual Data,Consumer Lifestyle Data","Lifesight Consumer Graph USA | Append 100+ Attributes from 300M+ Consumer Profiles        by Lifesight      ,Identity Graph Data USA by Datastream Group (MAIDs matched to PII)        by Datastream Group      ,Throtle - Consumer Data Intelligence USA with 150+ consumer attributes        by Throtle      ,FrescoData Direct Mail Marketing (Consumer Intent Based Attributes/Lifestyle Data)⎢Global Audiences, 10K+ Attributes        by FrescoData      ",Adstra
Adstra Orbits,none found,none found,none found,Adstra
Adstra Political | Voter Data USA of political affiliation and voting history,"Targeted Marketing,","Demographic Data,Political Poll Data,Political Data","Political Data | Voter Data - Run political campaigns easily - Thomson Data        by Thomson Data      ,Consumer data with socio-political attitudes        by Humatrics      ,Political Data - Connect with Voters, Fundraisers, Donors Through Marketing Campaigns        by Blue Mail Media      ,MBI Geodata - Political Risk Index on all countries in the world         by MBI Geodata      ",Adstra
Adstra Travel | In-Market Consumer Travel Data USA,"Targeted Marketing,","Marketing Attribution Data,Tourism Data,Individual Data","TravelIQ by AnalyticsIQ - Consumer Travel Data USA - 118M Households        by AnalyticsIQ      ,Adara In-Market Travel Data: US and International Trips        by Adara      ,Travel, Hotel and Flights Price Intelligence | Travel Data API        by Wersel Brand Analytics      ,X-Byte | Travel, Hotel and Flights Price Intelligence | Travel Data API        by X-Byte      ",Adstra
"Adstra Wealth | Affluent Consumers in the USA and their positions, passions, and possessions",,"Employment Data,,Individual Data","The Open People Search API for USA consumers and businesses        by Open People Search      ,Multimedia List wireless activation and reactivation data of consumers in the USA (120m consumers)         by Multimedia Lists      ,B2C Link - links business executive and their individual demographic data        by Data Axle      ,Adstra Caregivers | Caregiver Audience Data in the USA         by Adstra      ",Adstra
Advan GeoLocation Analytics,none found,none found,none found,Advan
Advera Health Analytics Evidex in Advanced Data Analytics,none found,none found,none found,Advera Health Analytics
Advera Health Analytics Evidex in Drug Safety Data & Service.,none found,none found,none found,Advera Health Analytics
Advera Health Analytics Evidex in Signal Detection,none found,none found,none found,Advera Health Analytics
Advisen Cyber Loss Data Loss Insight,none found,none found,none found,Advisen Cyber Loss Data
AeroLeads Email and Phone Finder Software,none found,none found,none found,AeroLeads
Affinity Answers Audience-Addressable TV,none found,none found,none found,Affinity Answers
Affinity Answers Auidence- Programatic,none found,none found,none found,Affinity Answers
Affinity Relationship Insights,none found,none found,none found,Affinity
Affinity Solutions For Financial Institutions,none found,none found,none found,Affinity Solutions
Affinity Solutions For Marketers,none found,none found,none found,Affinity Solutions
Africa Business Pages African Directories,none found,none found,none found,Africa Business Pages
African Economic & Financial Database (AFED),"Economic Forecasting,,Portfolio Management","Sports & Entertainment Events Data,Economic Data","Bank Rating Report for African Financial Institutions        by Capital Intelligence Ratings (CI Ratings)      ,EDI Global Economic Data (8 databases, 200 countries covered)         by Exchange Data International      ,FACTSET Market Data (Global Coverage) - Economic Data Sourced from 800+ Databases        by FACTSET      ,FirstRate Data - US Fundamental Data (Historical Financial Data for 30 Years Quarterly Financials for 5500 Tickers)        by FirstRate Data      ",African Financial & Economic Data
African Financial & Economic Data Country Profile,none found,none found,none found,African Financial & Economic Data
African Financial & Economic Data Hub,none found,none found,none found,African Financial & Economic Data
African Financial & Economic Data Sector Focus,none found,none found,none found,African Financial & Economic Data
African Markets Market Data,none found,none found,none found,African Markets
AfriSeek Business List & Database,none found,none found,none found,AfriSeek
AfriSeek Marketing System,none found,none found,none found,AfriSeek
AggData Dataset,none found,none found,none found,AggData
AggData Future Store Closings,none found,none found,none found,AggData
Aggregate Intelligence Data Intelligence for Airlines and Airports,none found,none found,none found,Aggregate Intelligence
Aggregate Intelligence Data Intelligence for the Hospitality Industry,none found,none found,none found,Aggregate Intelligence
Agricultural Data - Reach Decision Makers From Agricultural services Sector like Crop Production - Global Coverage - 100M+ Business Records.,"Lead Scoring,Account-Based Marketing,",Agriculture Data,"CropProphet Enterprise: Agricultural Yield & Production Data for USA, Brazil & Argentina        by CropProphet      ,Corn Agriculture (Raw & Annotated) data        by Automaton AI      ,CustomWeather 6-Month Agricultural Outlooks - Global - with Comprehensive Web Portal        by CustomWeather      ,HSAT Agricultural Data: Sugar Mapping, Health and Harvest Predictions (covers UK, France, China, Brazil, Indonesia)        by HSAT      ",Blue Mail Media
Agusto&Co Credit Rating,none found,none found,none found,Agusto&Co
Agusto&Co Market Intelligence (AMI),none found,none found,none found,Agusto&Co
AI Internet Data,"Supplier Risk,Portfolio Management,","Internet of Things (IoT) Data,IP Data","Location Data Feed USA & International by Datastream Group - (SDK.GPS daily feed, >30MM DAU)        by Datastream Group      ,International Email Checker API        by Matrixian Group      ,International Data | Global B2B Data |  Email Listing Services by Infotanks Media        by Infotanks Media      ,International Trade Information        by Iberinform      ",AT Internet
Aihit Datasets,none found,none found,none found,Aihit
Aihit REST API,none found,none found,none found,Aihit
AimMatic Replyfast,none found,none found,none found,AimMatic
Air Pollution Data API for Europe & USA by Breezometer,",Online Recommendation Engine,Product Performance Forecasting",Environmental Data,"Airbtics - Airbnb Data - Business KPI Tracker for Europe, North & South America, Oceania        by Airbtics      ,Ambee: Air Quality Data API - Global Coverage, Real-Time Delivery, 1M+ Postcodes        by Ambee      ,Aviation Edge - Global Airline Routes API - Passive Airline Route Data        by Aviation Edge      ,X-Byte | Global Travel and Tourism data in Real-Time API (Hotels, Airlines, Cruises, Car Rentals)        by X-Byte      ",BreezoMeter
Airborne Launch Assist Space Access Program,none found,none found,none found,Airborne Launch Assist Space Access
AirDNA Data Short-Term Rental Research,none found,none found,none found,AirDNA
AirDNA Data-Driven Dynamic Pricing,none found,none found,none found,AirDNA
Airnow PLC Mobile App Data,none found,none found,none found,Airnow PLC
Airports Council International Health Measures Portal,none found,none found,none found,Airports Council International
Airports Council International Virtual Training Calendar,none found,none found,none found,Airports Council International
AirQuality Data Commons AQDC Platform,none found,none found,none found,Air Quality Data Commons
Airsage Nationwide Trip Matrix,none found,none found,none found,Airsage
Airsage Property Footfall,none found,none found,none found,Airsage
Airsage Tourism & Hospitality,none found,none found,none found,Airsage
AISHub AIS Decoder,none found,none found,none found,AISHub
AISHub AIS Dispatcher,none found,none found,none found,AISHub
Al Etihad Credit Bureau Credit Report,none found,none found,none found,Al Etihad Credit Bureau
Al Etihad Credit Bureau Credit Score,none found,none found,none found,Al Etihad Credit Bureau
Alation Data Platform,none found,none found,none found,Alation
Alexa Data,none found,none found,none found,Alexa
Alexandria Data Consulting,none found,none found,none found,Alexandria Data
Alexandria Data Point of Sale Solutions,none found,none found,none found,Alexandria Data
Algerian Chamber of Commerce and Industry Trade Events,none found,none found,none found,Algerian Chamber of Commerce and Industry
Algoseek Equity Security Master File,none found,none found,none found,Algoseek
AlgoSeek Futures Trade and Quote data US coverage - historic data till 2010,,Stock & Market Data,"AlgoSeek Equity Trade and Quote Minute Bar US coverage        by AlgoSeek      ,Historical Futures Trade and Quote Data (Europe, China, USA & Canada covered)⎢Olsen Data        by Olsen Data      ,AlgoSeek Equity Trade and Quote Data US coverage - nanosecond timestamps since 2016        by AlgoSeek      ,EDI Historical End-of-Day Pricing Data with global coverage (13 years history)         by Exchange Data International      ",Algoseek
Algoseek Primary Exchange OHLC,none found,none found,none found,Algoseek
Algoseek Trade & Quote (TAQ) Minute Bars,none found,none found,none found,Algoseek
AlikeAudience Research,none found,none found,none found,AlikeAudience
AlikeAudience Success Story,none found,none found,none found,AlikeAudience
AllData Diagnostics,none found,none found,none found,AllData
AllData Repair,none found,none found,none found,AllData
AllTheRooms Solutions for Property Managers,none found,none found,none found,AllTheRooms
AllTheRooms Solutions for Vacations Rental Hosts,none found,none found,none found,AllTheRooms
AllTheRooms Solutions for Vacations Rental Investors,none found,none found,none found,AllTheRooms
Alpha Hat Data Bites,none found,none found,none found,Alpha Hat
Alpha Hat Solutions for Consumer Brands,none found,none found,none found,Alpha Hat
Alpha Hat Solutions for Financial Services,none found,none found,none found,Alpha Hat
Alpha Vertex Alpha Signal,none found,none found,none found,Alpha Vertex
Alpha Vertex Alta,none found,none found,none found,Alpha Vertex
Alpha Vertex Precog,none found,none found,none found,Alpha Vertex
